"Food_Name","Food_Brand","Food_Amount","Food_Unit","Calories","Fat","Fiber","Carbs","Sodium","Protein","LogDate","Date"
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-10-12",2020-10-12
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-10-12",2020-10-12
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-10-12",2020-10-12
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-10-12",2020-10-12
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-10-12",2020-10-12
"Champignons (Pilze), gebraten","",60,"gram",21,0.22,0,0.5,0,3.46,"2020-10-12",2020-10-12
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-10-12",2020-10-12
"Knoblauch, frisch","",3,"gram",4,0,0,0.85,0,0.18,"2020-10-12",2020-10-12
"Italienischer Broccolireis","Bofrost",100,"gram",51,2.6,0,2.8,0,2.7,"2020-10-12",2020-10-12
"Riesengarnelen Thai-Curry","Almare Seafood (Aldi)",200,"gram",146,3.6,0,4.4,0,24,"2020-10-12",2020-10-12
"Jasminreis gekocht","Selbstgemacht",150,"gram",167,0.29,0,37.23,0,3.53,"2020-10-12",2020-10-12
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-10-12",2020-10-12
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-10-12",2020-10-12
"Banane (ohne Schale), frisch","",150,"gram",140,0.27,0,30.05,0,1.73,"2020-10-12",2020-10-12
"Quark Genuss Vanillekipferl","Exquisa",105,"gram",96,0.31,0,15.75,0,7.35,"2020-10-11",2020-10-11
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-10-11",2020-10-11
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-10-11",2020-10-11
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-10-11",2020-10-11
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-11",2020-10-11
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-10-11",2020-10-11
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-10-11",2020-10-11
"Graved Wildlachs","Merkur Selektion",100,"gram",125,4,0,1.3,0,21,"2020-10-11",2020-10-11
"Eisbergsalat mit Dressing","VW",175,"gram",75,5.02,0,4.88,0,1.94,"2020-10-11",2020-10-11
"Lasagne Bolognese","Rewe",400,"gram",664,34.8,0,60.8,0,24,"2020-10-11",2020-10-11
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-11",2020-10-11
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-10-11",2020-10-11
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-11",2020-10-11
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-10-11",2020-10-11
"Quark Genuss Vanillekipferl","Exquisa",150,"gram",137,0.45,0,22.5,0,10.5,"2020-10-10",2020-10-10
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-10-10",2020-10-10
"Clementinen","Clementinen",100,"gram",47,0.2,0,12,0,0.9,"2020-10-10",2020-10-10
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-10-10",2020-10-10
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-10-10",2020-10-10
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-10-10",2020-10-10
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-10",2020-10-10
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-10-10",2020-10-10
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-10-10",2020-10-10
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-10-10",2020-10-10
"Fresh Chrispy Chicken Wrap","McDonald's",262,"gram",482,21.22,0,49.78,0,21.22,"2020-10-10",2020-10-10
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-10-10",2020-10-10
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-10-10",2020-10-10
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-10",2020-10-10
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-10",2020-10-10
"Milchreis Leicht& Lecker Schoko","Müller",200,"gram",142,4.2,0,20.2,0,5.6,"2020-10-09",2020-10-09
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-10-09",2020-10-09
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-10-09",2020-10-09
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-09",2020-10-09
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-10-09",2020-10-09
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-10-09",2020-10-09
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-10-09",2020-10-09
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-10-09",2020-10-09
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-10-09",2020-10-09
"Brokkoli (Broccoli), gekocht","",150,"gram",41,0.3,0,3.05,0,4.2,"2020-10-09",2020-10-09
"Pazifischer Polar-Dorsch Knusperhülle","Iglo",75,"gram",176,9.75,0,12.75,0,9,"2020-10-09",2020-10-09
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-10-09",2020-10-09
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-10-09",2020-10-09
"Jasminreis gekocht","Selbstgemacht",150,"gram",167,0.29,0,37.23,0,3.53,"2020-10-09",2020-10-09
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-10-09",2020-10-09
"Karfiolreis","Bofrost Low carb",100,"gram",45,1.4,0,4.8,0,1.9,"2020-10-09",2020-10-09
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-10-09",2020-10-09
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-10-09",2020-10-09
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-09",2020-10-09
"Dinkelbrötchen","",30,"gram",68,1.02,0,11.4,0,3,"2020-10-09",2020-10-09
"Heidelbeeren (Blaubeeren), frisch","",125,"gram",58,0.75,0,7.56,0,0.75,"2020-10-08",2020-10-08
"Vanille Joghurt","NÖM PRO",180,"gram",122,0.9,0,7.56,0,21.06,"2020-10-08",2020-10-08
"Feigen, frisch","",64,"gram",43,0.32,0,8.26,0,0.83,"2020-10-08",2020-10-08
"Breakfast Cereal Bar","Nestle Fitness",23.5,"gram",88,1.88,0,15.44,0,1.55,"2020-10-08",2020-10-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-08",2020-10-08
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-10-08",2020-10-08
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-10-08",2020-10-08
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-10-08",2020-10-08
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-10-08",2020-10-08
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-10-08",2020-10-08
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-10-08",2020-10-08
"Tomatensalat","Eigene Herstellung",100,"gram",49,2.3,0,5.1,0,0.9,"2020-10-08",2020-10-08
"Bolognese Sauce","Eigene Herstellung",150,"gram",207,14.7,0,5.4,0,13.05,"2020-10-08",2020-10-08
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-10-08",2020-10-08
"Champions","Lidl",100,"gram",22,0.3,0,1.5,0,2.8,"2020-10-08",2020-10-08
"Zuchini Spaghetti","",250,"gram",55,0.75,0,5.75,0,5,"2020-10-08",2020-10-08
"Penne, gekocht","Mondo Italiano",50,"gram",75,0.3,0,15.15,0,2.7,"2020-10-08",2020-10-08
"Mozzarella gerieben","Milfina (Hofer)",50,"gram",146,11.5,0,0.5,0,10,"2020-10-08",2020-10-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-08",2020-10-08
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-10-08",2020-10-08
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-10-08",2020-10-08
"Feigen, frisch","",64,"gram",43,0.32,0,8.26,0,0.83,"2020-10-07",2020-10-07
"Dinkel Topfengolatsche","Merkur Backshop",120,"gram",413,22.8,0,40.8,0,10.2,"2020-10-07",2020-10-07
"Milchreis high protein klassik","Müller",180,"gram",164,3.96,0,18,0,13.86,"2020-10-07",2020-10-07
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-10-07",2020-10-07
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-10-07",2020-10-07
"Original Grichisches Tzatziki","Lyttos (Hofer)",60,"gram",90,7.2,0,3.84,0,2.4,"2020-10-07",2020-10-07
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-10-07",2020-10-07
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-10-07",2020-10-07
"Mozzarella gerieben","Milfina (Hofer)",50,"gram",146,11.5,0,0.5,0,10,"2020-10-07",2020-10-07
"Bolognese Sauce","Eigene Herstellung",150,"gram",207,14.7,0,5.4,0,13.05,"2020-10-07",2020-10-07
"Tomatensalat","Eigene Herstellung",100,"gram",49,2.3,0,5.1,0,0.9,"2020-10-07",2020-10-07
"Zuchini Spaghetti","",100,"gram",22,0.3,0,2.3,0,2,"2020-10-07",2020-10-07
"Penne, gekocht","Mondo Italiano",50,"gram",75,0.3,0,15.15,0,2.7,"2020-10-07",2020-10-07
"Champions","Lidl",100,"gram",22,0.3,0,1.5,0,2.8,"2020-10-07",2020-10-07
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-10-07",2020-10-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-07",2020-10-07
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-10-07",2020-10-07
"Dinkelbrötchen","",30,"gram",68,1.02,0,11.4,0,3,"2020-10-07",2020-10-07
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-10-07",2020-10-07
"Nuss-Choco Mix","Snack Fun",50,"gram",256,15,0,22.5,0,6.5,"2020-10-06",2020-10-06
"Bio Butter Haferkekse Vollmilchschokolade","Natur aktiv",37.5,"gram",185,9,0,22.5,0,2.66,"2020-10-06",2020-10-06
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-10-06",2020-10-06
"Linzerkipferl","Monarc",33,"gram",145,7.92,0,16.83,0,1.72,"2020-10-06",2020-10-06
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-10-06",2020-10-06
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-10-06",2020-10-06
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-06",2020-10-06
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-10-06",2020-10-06
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-10-06",2020-10-06
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-10-06",2020-10-06
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-10-06",2020-10-06
"Cremespinat","Iglo",200,"gram",122,6.6,0,7,0,7,"2020-10-06",2020-10-06
"Spiegelei","Selbstgemacht",120,"gram",233,17.64,0,1.12,0,16.32,"2020-10-06",2020-10-06
"Kartoffeln (ohne Schale), gekocht","",250,"gram",225,0.05,0,47.38,0,5,"2020-10-06",2020-10-06
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-10-06",2020-10-06
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-10-06",2020-10-06
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-10-06",2020-10-06
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-10-06",2020-10-06
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-09-19",2020-09-19
"Maxi Bourbon Vanille","Clever",80,"gram",248,15.2,0,23.2,0,3.36,"2020-09-19",2020-09-19
"Kräuterbutter","",10,"gram",64,7.14,0,0.12,0,0.11,"2020-09-19",2020-09-19
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-09-19",2020-09-19
"Brokkoli (Broccoli), gekocht","",150,"gram",41,0.3,0,3.05,0,4.2,"2020-09-19",2020-09-19
"Buntbarsch","Polar Frost",210,"gram",181,2.73,0,0,0,39.06,"2020-09-19",2020-09-19
"Tomatensalat","",130,"gram",88,7.09,0,4.06,0,1.13,"2020-09-19",2020-09-19
"Kartoffeln (mit Schale), gekocht","",250,"gram",185,0.28,0,37.03,0,5.1,"2020-09-19",2020-09-19
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-09-19",2020-09-19
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-09-19",2020-09-19
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-09-19",2020-09-19
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-09-19",2020-09-19
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-08-31",2020-08-31
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-08-31",2020-08-31
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-08-31",2020-08-31
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-08-31",2020-08-31
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-31",2020-08-31
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-08-31",2020-08-31
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-08-31",2020-08-31
"Champions, braun","",100,"gram",15,0.2,0,0.5,0,2.7,"2020-08-31",2020-08-31
"Venezia salat","Simply good",100,"gram",26,0.5,0,3,0,0,"2020-08-31",2020-08-31
"Eisbergsalat mit Dressing","VW",175,"gram",75,5.02,0,4.88,0,1.94,"2020-08-31",2020-08-31
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-08-31",2020-08-31
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-08-31",2020-08-31
"Knoblauchbrot","Clever, Billa",58.33,"gram",178,7.58,0,22.17,0,4.55,"2020-08-31",2020-08-31
"Hühnerfilet","Landgut",100,"gram",101,1,0,0,0,23,"2020-08-31",2020-08-31
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-08-31",2020-08-31
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-08-31",2020-08-31
"Eisbergsalat","Salat",100,"gram",14,0.1,0,3,0,0,"2020-08-31",2020-08-31
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-08-31",2020-08-31
"Banane (ohne Schale), frisch","",150,"gram",140,0.27,0,30.05,0,1.73,"2020-08-31",2020-08-31
"Käsekuchen","MC Café",180,"gram",477,23.4,0,54,0,12.6,"2020-08-31",2020-08-31
"Maxi Bourbon Vanille","Clever",80,"gram",248,15.2,0,23.2,0,3.36,"2020-08-27",2020-08-27
"Familien Bananenschnitte","Merkur Backshop",200,"gram",548,28,0,62,0,6.8,"2020-08-27",2020-08-27
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-08-27",2020-08-27
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-08-27",2020-08-27
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-08-27",2020-08-27
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-27",2020-08-27
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-08-27",2020-08-27
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-08-27",2020-08-27
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-08-27",2020-08-27
"Kartoffeln frittiert","Selbst",100,"gram",294,15,0,34,0,4,"2020-08-27",2020-08-27
"Cheeseburger Speck XXL","Burger King",353.8,"gram",919,52.72,0,48.47,0,59.44,"2020-08-27",2020-08-27
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-08-27",2020-08-27
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-27",2020-08-27
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-27",2020-08-27
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-08-27",2020-08-27
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-19",2020-08-19
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-19",2020-08-19
"Kaisergemüse","Clever",261,"gram",104,1.83,0,10.96,0,7.31,"2020-08-19",2020-08-19
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-08-19",2020-08-19
"Buntbarsch","Polar Frost",210,"gram",181,2.73,0,0,0,39.06,"2020-08-19",2020-08-19
"Kartoffeln (mit Schale), gekocht","",350,"gram",259,0.38,0,51.83,0,7.14,"2020-08-19",2020-08-19
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-19",2020-08-19
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-08-19",2020-08-19
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-08-19",2020-08-19
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-19",2020-08-19
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-18",2020-08-18
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-18",2020-08-18
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-18",2020-08-18
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-18",2020-08-18
"Maxi Bourbon Vanille","Clever",80,"gram",248,15.2,0,23.2,0,3.36,"2020-08-18",2020-08-18
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-18",2020-08-18
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-08-18",2020-08-18
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-08-18",2020-08-18
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-18",2020-08-18
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-08-18",2020-08-18
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-08-18",2020-08-18
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-18",2020-08-18
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-08-18",2020-08-18
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-08-18",2020-08-18
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-18",2020-08-18
"Kartoffeln (mit Schale), gekocht","",250,"gram",185,0.28,0,37.03,0,5.1,"2020-08-18",2020-08-18
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-08-18",2020-08-18
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-08-18",2020-08-18
"Tomatenstücke","Alnatura",100,"gram",26,0,0,4,0,1,"2020-08-18",2020-08-18
"Knoblauch, frisch","",3,"gram",4,0,0,0.85,0,0.18,"2020-08-18",2020-08-18
"BBQ Grilllachs","Hofer",125,"gram",243,15,0,0.38,0,26.25,"2020-08-18",2020-08-18
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2020-08-18",2020-08-18
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-08-18",2020-08-18
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-08-18",2020-08-18
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-18",2020-08-18
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-18",2020-08-18
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-16",2020-08-16
"Spekulatius (Mandelspekulatius)","",70,"gram",348,17.73,0,40.42,0,5.8,"2020-08-16",2020-08-16
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-16",2020-08-16
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-16",2020-08-16
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-16",2020-08-16
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-08-16",2020-08-16
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-08-16",2020-08-16
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-08-16",2020-08-16
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-08-16",2020-08-16
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-16",2020-08-16
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-08-16",2020-08-16
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-08-16",2020-08-16
"Baiser","Bäcker",25,"gram",100,0.03,0,23.75,0,1.02,"2020-08-16",2020-08-16
"Tomatensalat","",130,"gram",88,7.09,0,4.06,0,1.13,"2020-08-16",2020-08-16
"Eisbergsalat mit Dressing","VW",175,"gram",75,5.02,0,4.88,0,1.94,"2020-08-16",2020-08-16
"Putenrollbraten","Gutstetten",100,"gram",155,8.5,0,1.1,0,18.3,"2020-08-16",2020-08-16
"Rahmfisolen","Hausgemacht",100,"gram",92,6.67,0,6.67,0,2.67,"2020-08-16",2020-08-16
"Vanillepudding","",150,"gram",186,4.84,0,30.5,0,4.72,"2020-08-16",2020-08-16
"Baiser","Bäcker",25,"gram",100,0.03,0,23.75,0,1.02,"2020-08-16",2020-08-16
"Baiser","Bäcker",25,"gram",100,0.03,0,23.75,0,1.02,"2020-08-16",2020-08-16
"Semmelknödel (Serviettenknödel)","",100,"gram",156,5.57,0,18.8,0,6.87,"2020-08-16",2020-08-16
"Punschkrapfen","Küchenmeister",42,"gram",174,7.6,0,24,0,1.7,"2020-08-16",2020-08-16
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-08-16",2020-08-16
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-16",2020-08-16
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-08-16",2020-08-16
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-16",2020-08-16
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-15",2020-08-15
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-08-15",2020-08-15
"Maxi Bourbon Vanille","Clever",80,"gram",248,15.2,0,23.2,0,3.36,"2020-08-15",2020-08-15
"Spaghettieis","Eisdiele",300,"gram",579,27,0,60,0,36,"2020-08-15",2020-08-15
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-08-15",2020-08-15
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-08-15",2020-08-15
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-08-15",2020-08-15
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-08-15",2020-08-15
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-15",2020-08-15
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-08-15",2020-08-15
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-08-15",2020-08-15
"Faschiertes","New Lifestyle",100,"gram",134,6,0,0,0,20,"2020-08-15",2020-08-15
"Unsere Besten Brötchen","Sinnack",60,"gram",154,1.38,0,28.92,0,5.58,"2020-08-15",2020-08-15
"Faschiertes","New Lifestyle",100,"gram",134,6,0,0,0,20,"2020-08-15",2020-08-15
"Chili Con Carne","Chilli Con Carne",100,"gram",125,3.3,0,9,0,1,"2020-08-15",2020-08-15
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-08-15",2020-08-15
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-15",2020-08-15
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-08-15",2020-08-15
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-08-15",2020-08-15
"Mini Bourbon Vanille Eis","Clever",32,"gram",111,7.04,0,10.24,0,1.47,"2020-08-14",2020-08-14
"Malakofftorte","Selbstgemacht",100,"gram",322,22,0,26,0,5,"2020-08-14",2020-08-14
"Sachertorte","Konditorei",125,"gram",429,15,0,62.5,0,6.25,"2020-08-14",2020-08-14
"Gemischter Salat (mit Tomaten Gurken Paprika und Radieschen)","",200,"gram",50,1.6,0,6,0,2,"2020-08-14",2020-08-14
